triggerTitle,triggerChannelTitle,actionTitle,actionChannelTitle,title,desc,trigger_class,action_class,rule_scope,topic_text,topic_id,topic_name,numtopic_id,sample_id,llm_topic_name,green_category,global_green_relevance,if_then_rule,green_relevance,keep_for_rag
Sunset,Weather Underground,Activate a scene,Almond,Turn outside lights on at sunset,"Turn your lights on you need them, without wasting energy by lighting them when you don't.",context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Activate a scene using Almond. Turn outside lights on at sunset. Turn your lights on you need them, without wasting energy by lighting them when you don't.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0089,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN turn outside lights on.,high,True
Sunrise,Weather Underground,Activate a scene,Almond,Turn on the lights at sunrise,"Turn your lights on you need them, without wasting energy by lighting them when you don't.",context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Activate a scene using Almond. Turn on the lights at sunrise. Turn your lights on you need them, without wasting energy by lighting them when you don't.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0090,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn on the lights.,high,True
Sunset,Weather Underground,Start recording,Arlo,Daily Sunset Recording with Arlo,This Applet will record a video every day at sunset I use this to record the daily sunset with an Arlo pointing over Lake Ontario.,context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Start recording using Arlo. Daily Sunset Recording with Arlo. This Applet will record a video every day at sunset I use this to record the daily sunset with an Arlo pointing over Lake Ontario.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0091,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN start recording with Arlo.,none,False
Sunrise,Weather Underground,Turn off lights,Philips Hue,When Sunrise then turn off lights,Turn off your Philips hue  light at SunriseNever forget te turn then off in the morning!,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. When Sunrise then turn off lights. Turn off your Philips hue  light at SunriseNever forget te turn then off in the morning!",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0092,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off lights using Philips Hue.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,turn off the light,turn off the light,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. turn off the light. turn off the light",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0093,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off the light.,none,False
Sunrise,Weather Underground,Turn off lights,Philips Hue,Hue off at sunrise,Turn off hue at sunrise,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. Hue off at sunrise. Turn off hue at sunrise",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0094,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off hue at sunrise.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,Turn off front porch light,Turn off front porch light at sunrise,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. Turn off front porch light. Turn off front porch light at sunrise",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0095,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off front porch light.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,Turn hue Porch on at sunset,"name a hue light ""Porch""",context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. Turn hue Porch on at sunset. name a hue light ""Porch""",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0096,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn hue Porch on at sunset.,none,False
Sunrise,Weather Underground,Turn off lights,Philips Hue,"If sunrise, then HUE lights OFF","Keeps your HUE lights sync'ed with the seasons, and saves energy.",context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. If sunrise, then HUE lights OFF. Keeps your HUE lights sync'ed with the seasons, and saves energy.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0097,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN keep your HUE lights OFF.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,#hue lights off at #sunrise #thedataplumber,"I have this turned off during the lighter half of the year, but as the mornings get darker, I use this in conjunction with my other lights on Applet to make the winter mornings more colourful!",context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. #hue lights off at #sunrise #thedataplumber. I have this turned off during the lighter half of the year, but as the mornings get darker, I use this in conjunction with my other lights on Applet to make the winter mornings more colourful!",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0098,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off hue lights at sunrise.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,Lights off at sunrise.,Forgot to switch off your lights before going to bed? This Applet may save some power.,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. Lights off at sunrise.. Forgot to switch off your lights before going to bed? This Applet may save some power.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0099,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off lights at sunrise.,high,True
Sunrise,Weather Underground,Turn off lights,Philips Hue,At sunrise turn off lights,At sunrise turn off lights,context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Turn off lights using Philips Hue. At sunrise turn off lights. At sunrise turn off lights",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0100,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN turn off lights.,high,True
Sunset,Weather Underground,Turn on lights,Philips Hue,"At sunset, activate all lights",This simple Applet turns on your lights at sunset,context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Turn on lights using Philips Hue. At sunset, activate all lights. This simple Applet turns on your lights at sunset",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0101,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN Turn on lights using Philips Hue.,high,True
Device powered on,Energenie Mi|Home,Power on device,Energenie Mi|Home,Front room automation,When timer light comes on then switch 4 way on,smart_home,smart_home,core_smart_home,"When Device powered on from Energenie Mi|Home, do Power on device using Energenie Mi|Home. Front room automation. When timer light comes on then switch 4 way on",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0102,sunrise_sunset_light_control,lighting_control,high,IF Device powered on from Energenie Mi|Home THEN Power on device using Energenie Mi|Home.,none,False
Sunset,Weather Underground,Change color,Philips Hue,Christmas Tree at Sunset,My Christmas tree is directly under a recessed light with a Philips Hue bulbAt Sunset this will automatically turn that light to Red.,context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Change color using Philips Hue. Christmas Tree at Sunset. My Christmas tree is directly under a recessed light with a Philips Hue bulbAt Sunset this will automatically turn that light to Red.",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0103,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN Change color using Philips Hue.,none,False
Sunset,Weather Underground,Change color,Philips Hue,"If Sunset, Turn Lights On, Blue","If sunset, turn on your lights (blue color)",context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Change color using Philips Hue. If Sunset, Turn Lights On, Blue. If sunset, turn on your lights (blue color)",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0104,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN Change color using Philips Hue.,none,False
Sunset,Weather Underground,Change color,Philips Hue,Sunset Bright White,At sunset all lights turn on to Bright White,context,smart_home,context_aware_smart_home,"When Sunset from Weather Underground, do Change color using Philips Hue. Sunset Bright White. At sunset all lights turn on to Bright White",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0105,sunrise_sunset_light_control,lighting_control,high,IF Sunset from Weather Underground THEN Change color using Philips Hue.,none,False
Sunrise,Weather Underground,Change color,Philips Hue,"At #sunrise, change all #Philips #Hue lights to #color light blue","To help with waking up, eliminate red wavelengths",context,smart_home,context_aware_smart_home,"When Sunrise from Weather Underground, do Change color using Philips Hue. At #sunrise, change all #Philips #Hue lights to #color light blue. To help with waking up, eliminate red wavelengths",2,2_automatically turn_philips hue turn_turn switch_change light,T002,T002_S0106,sunrise_sunset_light_control,lighting_control,high,IF Sunrise from Weather Underground THEN Change color using Philips Hue.,medium,True
